GMR,Bear,2009-03-18T12:46:56Z
MSFT,Bear,2009-03-18T12:46:56Z
CLWR,Bear,2009-03-18T12:46:56Z
AA,Bear,2009-03-18T12:46:56Z
ABT,Bull,2012-12-07T09:16:39Z
SAND,Bull,2012-12-07T09:16:39Z
CBSH,Bull,2012-12-07T09:16:39Z
HES,Bear,2012-12-07T09:16:39Z
NLY,Bear,2012-12-07T09:16:39Z
VLO,Bull,2013-04-11T10:47:50Z
RRGB,Bull,2013-04-11T10:47:50Z
FLS,Bull,2013-04-11T10:47:50Z
BGG,Bull,2013-04-11T10:47:50Z
SRE,Bull,2013-04-11T10:47:50Z
GNRC,Bear,2013-04-11T10:47:50Z
MOS,Bear,2013-04-11T10:47:50Z
PSX,Bear,2013-04-11T10:47:50Z
DDD,Bear,2013-04-11T10:47:50Z
HTA,Bull,2017-09-20T11:05:06Z
NXPI,Bull,2017-09-20T11:05:06Z
BEAT,Bull,2017-09-20T11:05:06Z
MRO,Bear,2017-09-20T11:05:06Z
TTD,Bear,2017-09-20T11:05:06Z
CYBR,Bear,2017-09-20T11:05:06Z
WTR,Bull,2011-01-20T10:38:28Z
BTU,Bull,2011-01-20T10:38:28Z
OMG,Bear,2011-01-20T10:38:28Z
WTR,Bull,2014-06-05T08:43:53Z
BTU,Bull,2014-06-05T08:43:53Z
OMG,Bear,2014-06-05T08:43:53Z
AA,Bull,2010-11-15T11:05:41Z
DECK,Bull,2010-11-15T11:05:41Z
WYNN,Bull,2010-11-15T11:05:41Z
DVN,Bull,2010-11-15T11:05:41Z
SKS,Bear,2010-11-15T11:05:41Z
IGT,Bear,2010-11-15T11:05:41Z
BP,Bear,2010-11-15T11:05:41Z
ELX,Bear,2010-11-15T11:05:41Z
PGNX,Bull,2013-04-02T08:48:17Z
ALK,Bull,2013-04-02T08:48:17Z
EBAY,Bull,2013-04-02T08:48:17Z
SLB,Bull,2017-08-30T11:07:25Z
CTSH,Bull,2017-08-30T11:07:25Z
AMD,Bull,2017-08-30T11:07:25Z
CERN,Bull,2017-08-30T11:07:25Z
DOOR,Bear,2017-08-30T11:07:25Z
MGI,Bear,2017-08-30T11:07:25Z
AAOI,Bear,2017-08-30T11:07:25Z
ECA,Bull,2012-04-05T09:45:34Z
BIDU,Bull,2012-04-05T09:45:34Z
GLD,Bull,2012-04-05T09:45:34Z
COP,Bull,2012-04-05T09:45:34Z
TM,Bear,2012-04-05T09:45:34Z
SINA,Bear,2012-04-05T09:45:34Z
SLV,Bear,2012-04-05T09:45:34Z
XOM,Bear,2012-04-05T09:45:34Z
ONB,Bull,2009-07-07T08:52:00Z
T,Bull,2009-07-07T08:52:00Z
BA,Bull,2009-07-07T08:52:00Z
PPG,Bull,2009-07-07T08:52:00Z
BTU,Bull,2009-07-07T08:52:00Z
WLT,Bull,2009-07-07T08:52:00Z
GRA,Bull,2009-07-07T08:52:00Z
FCL,Bear,2009-07-07T08:52:00Z
CY,Bull,2013-12-20T08:47:45Z
BCC,Bull,2013-12-20T08:47:45Z
HLF,Bull,2013-12-20T08:47:45Z
SPLK,Bull,2013-11-26T11:05:31Z
EOG,Bull,2013-11-26T11:05:31Z
HRL,Bull,2013-11-26T11:05:31Z
GNRC,Bull,2013-11-26T11:05:31Z
ARIA,Bear,2013-11-26T11:05:31Z
DLR,Bear,2013-11-26T11:05:31Z
IRBT,Bear,2013-11-26T11:05:31Z
CRK,Bear,2013-11-26T11:05:31Z
DIS,Bull,2011-12-01T11:40:37Z
VRTX,Bull,2011-12-01T11:40:37Z
CRM,Bear,2011-12-01T11:40:37Z
MSFT,Bear,2011-12-01T11:40:37Z
RSH,Bear,2011-12-01T11:40:37Z
DIS,Bull,2014-06-03T09:00:43Z
VRTX,Bull,2014-06-03T09:00:43Z
CRM,Bear,2014-06-03T09:00:43Z
MSFT,Bear,2014-06-03T09:00:43Z
RSH,Bear,2014-06-03T09:00:43Z
BAC,Bull,2011-09-14T11:37:54Z
ESRX,Bull,2011-09-14T11:37:54Z
SLB,Bull,2011-09-14T11:37:54Z
CLNE,Bull,2011-09-14T11:37:54Z
CHK,Bull,2011-09-14T11:37:54Z
JNPR,Bull,2011-09-14T11:37:54Z
INFN,Bear,2011-09-14T11:37:54Z
F,Bear,2011-09-14T11:37:54Z
RIG,Bear,2011-09-14T11:37:54Z
HELE,Bull,2011-04-27T11:09:59Z
EXEL,Bull,2011-04-27T11:09:59Z
DCTH,Bear,2011-04-27T11:09:59Z
BKS,Bear,2011-04-27T11:09:59Z
AAL,Bull,2018-04-13T11:16:07Z
ALGN,Bull,2018-04-13T11:16:07Z
PG,Bull,2018-04-13T11:16:07Z
UBSI,Bull,2018-04-13T11:16:07Z
